Title,Info,Rating,IMG_URL
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"TV (12 eps)
        Jan 2019 - Mar 2019
        1,411,790 members",8.40,https://cdn.myanimelist.net/r/50x70/images/anime/1295/106551.jpg?s=ea15a93e0d25bce3e6c15e2c3ddb66a1
Natsume Yuujinchou Roku Specials,"Special (2 eps)
        Sep 2017 - Oct 2017
        40,127 members",8.40,https://cdn.myanimelist.net/r/50x70/images/anime/10/87615.jpg?s=7fa0a56172c0fceaaaa8769d87d4d927
Non Non Biyori Nonstop,"TV (12 eps)
        Jan 2021 - Mar 2021
        101,706 members",8.40,https://cdn.myanimelist.net/r/50x70/images/anime/1033/111540.jpg?s=b3183aeb226e09a0416e4a31f13a24f8
Tensei shitara Slime Datta Ken 2nd Season,"TV (12 eps)
        Jan 2021 - Mar 2021
        728,743 members",8.40,https://cdn.myanimelist.net/r/50x70/images/anime/1271/109841.jpg?s=8abec65944244475ed90db5cf43e3c7a
Tian Guan Ci Fu,"ONA (11 eps)
        Oct 2020 - Jan 2021
        93,726 members",8.39,https://cdn.myanimelist.net/r/50x70/images/anime/1319/109301.jpg?s=f4dfec0f11710c6cfc65a15c0040c6d4
3-gatsu no Lion,"TV (22 eps)
        Oct 2016 - Mar 2017
        603,400 members",8.39,https://cdn.myanimelist.net/r/50x70/images/anime/6/82898.jpg?s=00b1b6c5680f33173c6f0c7664bb2a52
Barakamon,"TV (12 eps)
        Jul 2014 - Sep 2014
        596,974 members",8.39,https://cdn.myanimelist.net/r/50x70/images/anime/1426/111248.jpg?s=8abf35da87707ea81557e0287f88eb76
Fumetsu no Anata e,"TV (20 eps)
        Apr 2021 - Aug 2021
        675,313 members",8.39,https://cdn.myanimelist.net/r/50x70/images/anime/1880/118484.jpg?s=73b91a0146dfa5fadc5ff9f870c72741
Kimetsu no Yaiba: Mugen Ressha-hen,"TV (7 eps)
        Oct 2021 - Nov 2021
        422,227 members",8.39,https://cdn.myanimelist.net/r/50x70/images/anime/1065/118763.jpg?s=96fd0aa8c83e6ac9b0375671c9160968
Baccano!,"TV (13 eps)
        Jul 2007 - Nov 2007
        827,879 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/3/14547.jpg?s=32ce1ad2936def90d8b51ddeef6a82cd
Cowboy Bebop: Tengoku no Tobira,"Movie (1 eps)
        Sep 2001 - Sep 2001
        332,803 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1439/93480.jpg?s=217164eb9dcb906162f44881547dd22b
Kamisama Hajimemashita: Kako-hen,"OVA (4 eps)
        Aug 2015 - Aug 2016
        145,234 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/3/81250.jpg?s=0f36fe7a3f5ee0bc66190c5a1feef8a1
Kizumonogatari I: Tekketsu-hen,"Movie (1 eps)
        Jan 2016 - Jan 2016
        467,987 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1783/112810.jpg?s=21ada9780dfe8eaa40cc9a41580bbaba
Kobayashi-san Chi no Maid Dragon S,"TV (12 eps)
        Jul 2021 - Sep 2021
        441,392 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1252/115539.jpg?s=5549a01aefb94d1d6a0b76b77092b550
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Movie (1 eps)
        Oct 2012 - Oct 2012
        184,857 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/6/42265.jpg?s=9008efb885dc37963677bd99b87784b3
Sono Bisque Doll wa Koi wo Suru,"TV (12 eps)
        Jan 2022 - Mar 2022
        662,108 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1179/119897.jpg?s=f642a2bad47bf9e016ec0efceb5bd13b
Usagi Drop,"TV (11 eps)
        Jul 2011 - Sep 2011
        451,809 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/2/29665.jpg?s=4921bb7bab905258c4f675cde9ee400b
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"TV (12 eps)
        Jul 2020 - Sep 2020
        600,521 members",8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1958/107912.jpg?s=f81054ad8ef432d1211eccc1a89bb20c
Mushoku Tensei: Isekai Ittara Honki Dasu,"TV (11 eps)
        Jan 2021 - Mar 2021
        930,287 members",8.37,https://cdn.myanimelist.net/r/50x70/images/anime/1530/117776.jpg?s=66e9881567062ce45eddd8330bd9cc30
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,"TV (13 eps)
        Jul 2020 - Sep 2020
        928,281 members",8.37,https://cdn.myanimelist.net/r/50x70/images/anime/1444/108005.jpg?s=b998e66dcfad4bbd4510b9ece4c9eb99
Kaze no Tani no Nausicaä,"Movie (1 eps)
        Mar 1984 - Mar 1984
        328,709 members",8.37,https://cdn.myanimelist.net/r/50x70/images/anime/10/75914.jpg?s=7baf536ca16c2625bd3d615972f1fbfc
Bakuman. 2nd Season,"TV (25 eps)
        Oct 2011 - Mar 2012
        327,361 members",8.36,https://cdn.myanimelist.net/r/50x70/images/anime/3/34923.jpg?s=687c7ca6984aaf49e789ee724bfe1dc8
Haikyuu!! To the Top,"TV (13 eps)
        Jan 2020 - Apr 2020
        767,691 members",8.36,https://cdn.myanimelist.net/r/50x70/images/anime/1813/105367.jpg?s=2c637559f268084c193510cb1e0853e3
Hellsing Ultimate,"OVA (10 eps)
        Feb 2006 - Dec 2012
        815,586 members",8.36,https://cdn.myanimelist.net/r/50x70/images/anime/6/7333.jpg?s=00a2f1443aaff74d48d9a5547db67cc3
Holo no Graffiti,"ONA (? eps)
        May 2019 - 
        45,317 members",8.36,https://cdn.myanimelist.net/r/50x70/images/anime/1259/110227.jpg?s=08c77f58ab974a8fc36af5e2eac9040a
Kingdom 2nd Season,"TV (39 eps)
        Jun 2013 - Mar 2014
        101,678 members",8.36,https://cdn.myanimelist.net/r/50x70/images/anime/13/53589.jpg?s=780066d781b44e43c59ebf5219c607d8
Kotarou wa Hitorigurashi,"ONA (10 eps)
        Mar 2022 - Mar 2022
        70,493 members",8.36,https://cdn.myanimelist.net/r/50x70/images/anime/1862/121020.jpg?s=a4be08a28016e831c55bf20ce272cfd2
Mahou Shoujo Madoka★Magica,"TV (12 eps)
        Jan 2011 - Apr 2011
        1,148,503 members",8.36,https://cdn.myanimelist.net/r/50x70/images/anime/11/55225.jpg?s=cff930c5de079dbeab2107067050e03c
Gintama: Shiroyasha Koutan,"Special (1 eps)
        Sep 2008 - Sep 2008
        62,934 members",8.35,https://cdn.myanimelist.net/r/50x70/images/anime/6/16161.jpg?s=d86b56f6fa0b0b2ea38f6f52bbf35056
Given,"TV (11 eps)
        Jul 2019 - Sep 2019
        464,192 members",8.35,https://cdn.myanimelist.net/r/50x70/images/anime/1666/102238.jpg?s=83f09aa12b3e071b0761c6aedea010a6
Gotcha!,"Music (1 eps)
        Sep 2020 - Sep 2020
        24,895 members",8.35,https://cdn.myanimelist.net/r/50x70/images/anime/1637/109512.jpg?s=19da8c4b831cf9fe8b0b7def3e4daa11
Kiseijuu: Sei no Kakuritsu,"TV (24 eps)
        Oct 2014 - Mar 2015
        1,628,032 members",8.35,https://cdn.myanimelist.net/r/50x70/images/anime/3/73178.jpg?s=aeb28b4778c7bcdfcb0004cbb1a55523
Made in Abyss Movie 2: Hourou Suru Tasogare,"Movie (1 eps)
        Jan 2019 - Jan 2019
        93,456 members",8.35,https://cdn.myanimelist.net/r/50x70/images/anime/1336/95168.jpg?s=a5f2e9e90804daf6278e510d0164b12d
Psycho-Pass,"TV (22 eps)
        Oct 2012 - Mar 2013
        1,459,688 members",8.35,https://cdn.myanimelist.net/r/50x70/images/anime/5/43399.jpg?s=a5f419aedb5908dfd0a419e6abfb588b
Major S6,"TV (25 eps)
        Apr 2010 - Sep 2010
        57,648 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/2/75216.jpg?s=c5d9e4b0b6af882efd7c2ef23802e67d
Mobile Suit Gundam: The Origin,"OVA (6 eps)
        Feb 2015 - May 2018
        62,834 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/4/72702.jpg?s=02880f9b4c66b7d0163247e35513e17f
Natsume Yuujinchou: Itsuka Yuki no Hi ni,"OVA (1 eps)
        Feb 2014 - Feb 2014
        72,759 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/11/79742.jpg?s=75845af879606bdd39df23f88e029330
Neon Genesis Evangelion,"TV (26 eps)
        Oct 1995 - Mar 1996
        1,545,974 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1314/108941.jpg?s=8055a0c1ad69357576fc40b690b63b03
One Outs,"TV (25 eps)
        Oct 2008 - Apr 2009
        213,728 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/7/21065.jpg?s=f072084cc11c8f6d110959a0b894d57c
Romeo no Aoi Sora,"TV (33 eps)
        Jan 1995 - Dec 1995
        44,204 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/4/17979.jpg?s=0b2d6ebde2359d7f11653456d5dba4d7
Summertime Render,"TV (25 eps)
        Apr 2022 - 
        159,203 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1120/120796.jpg?s=a52ff27a36d2c027953221d2627c898e
Uchuu Senkan Yamato 2199,"OVA (26 eps)
        May 2012 - Oct 2013
        104,828 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/2/36607.jpg?s=5c1a28568a211edad30f1b8d210c64ff
Bakemonogatari,"TV (15 eps)
        Jul 2009 - Jun 2010
        1,275,704 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/11/75274.jpg?s=3bb5c42c0803621dde09c52f5c4d4249
K-On! Movie,"Movie (1 eps)
        Dec 2011 - Dec 2011
        293,123 members",8.34,https://cdn.myanimelist.net/r/50x70/images/anime/5/76233.jpg?s=73f3861d89e8cc4fa3f0c1fb3dd13813
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"TV (11 eps)
        Apr 2011 - Jun 2011
        1,455,400 members",8.33,https://cdn.myanimelist.net/r/50x70/images/anime/5/79697.jpg?s=c664a137ce3f854a2343cf39921ae579
Doupo Cangqiong: San Nian Zhi Yue,"ONA (13 eps)
        Oct 2021 - Jan 2022
        3,393 members",8.33,https://cdn.myanimelist.net/r/50x70/images/anime/1029/118861.jpg?s=7c7bb3a46d1e1cc7f4e8f4fbfbd16b33
Katanagatari,"TV (12 eps)
        Jan 2010 - Dec 2010
        514,711 members",8.33,https://cdn.myanimelist.net/r/50x70/images/anime/1112/119225.jpg?s=8483e6dd4b09a1e78b981c0c4ed407c4
Kemono no Souja Erin,"TV (50 eps)
        Jan 2009 - Dec 2009
        78,569 members",8.33,https://cdn.myanimelist.net/r/50x70/images/anime/9/19845.jpg?s=25812ddf8cde8a5c6ea9ebf93148ec7e
Ookami to Koushinryou II,"TV (12 eps)
        Jul 2009 - Sep 2009
        449,381 members",8.33,https://cdn.myanimelist.net/r/50x70/images/anime/6/59399.jpg?s=9c18270f2db6cd2c537c9fb5c6caff26
Versailles no Bara,"TV (40 eps)
        Oct 1979 - Sep 1980
        83,652 members",8.33,https://cdn.myanimelist.net/r/50x70/images/anime/9/57043.jpg?s=9b897c61bf549192bf5785871331f8a3
Natsume Yuujinchou,"TV (13 eps)
        Jul 2008 - Sep 2008
        481,551 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1681/108439.jpg?s=539875b65ff54a7d3e8ea8e40cd47a85
Natsume Yuujinchou Go Specials,"Special (2 eps)
        Mar 2017 - Apr 2017
        39,790 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/3/84887.jpg?s=bceafc2d8f76576934e823f76aebdd7e
NHK ni Youkoso!,"TV (24 eps)
        Jul 2006 - Dec 2006
        648,458 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/3/52675.jpg?s=e0121ee07b2b86ae6fde9c7f35278a6b
Sakamichi no Apollon,"TV (12 eps)
        Apr 2012 - Jun 2012
        344,414 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1604/98654.jpg?s=33b1684e514164504652d1ca876ac738
Tenki no Ko,"Movie (1 eps)
        Jul 2019 - Jul 2019
        794,724 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1880/101146.jpg?s=9af3404e6d1a762ec2ff5730cf7b2929
Tensei shitara Slime Datta Ken 2nd Season Part 2,"TV (12 eps)
        Jul 2021 - Sep 2021
        537,138 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1033/118296.jpg?s=b9bf55fe3bde302bb588e99a5b40ef79
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","Special (1 eps)
        Jul 2018 - Jul 2018
        273,169 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/9/89993.jpg?s=8a5f3ffd618a69ac0c28f2b9aaa0d9ca
Boku dake ga Inai Machi,"TV (12 eps)
        Jan 2016 - Mar 2016
        1,820,020 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/10/77957.jpg?s=27f147795f08191cf1a96a2b50e1756c
Evangelion: 2.0 You Can (Not) Advance,"Movie (1 eps)
        Jul 2009 - Jul 2009
        466,916 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/5/74983.jpg?s=568a7140c29ba7eff0b06c46b34e2877
Fate/stay night: Unlimited Blade Works 2nd Season,"TV (13 eps)
        Apr 2015 - Jun 2015
        763,085 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/11/72863.jpg?s=041f7099c71c5f680429b192ac00d61b
Kawaki wo Ameku,"Music (1 eps)
        Jan 2019 - Jan 2019
        24,577 members",8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1541/98685.jpg?s=308d1d3ba6d5f02a7127d6f428c4bb8b
Doukyuusei (Movie),"Movie (1 eps)
        Feb 2016 - Feb 2016
        228,596 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/3/78606.jpg?s=0a0a3af1fa785a18e5f4a98988d85df4
Hotarubi no Mori e,"Movie (1 eps)
        Sep 2011 - Sep 2011
        729,340 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/1599/112267.jpg?s=7e39477791c4d80525b1bed137843e6c
Hunter x Hunter: Original Video Animation,"OVA (8 eps)
        Jan 2002 - Apr 2002
        115,741 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/1/137.jpg?s=3c5ffeb645abc7c46147639522ed4e68
Initial D First Stage,"TV (26 eps)
        Apr 1998 - Dec 1998
        306,614 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/13/6801.jpg?s=0bdc7c73cec8c42ea46a668da41221e0
Kuroko no Basket 3rd Season,"TV (25 eps)
        Jan 2015 - Jun 2015
        663,219 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/4/68299.jpg?s=047c586d552e0b0ea90cb19074fb6ea8
Major: World Series,"OVA (2 eps)
        Dec 2011 - Jan 2012
        33,690 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/5/75220.jpg?s=4ddb39449a7fe629b417dd8b6f16324c
Shelter (Music),"Music (1 eps)
        Oct 2016 - Oct 2016
        306,247 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/5/82388.jpg?s=cc0c0b68fca40094c9ac8a5803338879
Shinsekai yori,"TV (25 eps)
        Sep 2012 - Mar 2013
        714,232 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/12/36775.jpg?s=b8a7460469b03abd4a99313331e7cf61
World Trigger 3rd Season,"TV (14 eps)
        Oct 2021 - Jan 2022
        79,928 members",8.31,https://cdn.myanimelist.net/r/50x70/images/anime/1617/117474.jpg?s=d98a6c562770831a0c20e780cac505fb
Rurouni Kenshin: Meiji Kenkaku Romantan,"TV (94 eps)
        Jan 1996 - Sep 1998
        448,910 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1346/119505.jpg?s=1240a9a535beb6a4593b22f3a6bd48d2
Shirobako,"TV (24 eps)
        Oct 2014 - Mar 2015
        408,076 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1918/93511.jpg?s=b802f6b471585b9dd962ca67956a8997
Steins;Gate: Oukoubakko no Poriomania,"Special (1 eps)
        Feb 2012 - Feb 2012
        398,788 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/7/36531.jpg?s=f43b95dfe64b76255717e873d4301c63
Beck,"TV (26 eps)
        Oct 2004 - Mar 2005
        303,439 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/11/11636.jpg?s=5d50bc996ff42f7c3a3cc3a7aa04ddaa
Detective Conan Movie 06: The Phantom of Baker Street,"Movie (1 eps)
        Apr 2002 - Apr 2002
        69,515 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1400/94320.jpg?s=d3ff77dd3be364a4acd6749dae7f564d
Diamond no Ace: Second Season,"TV (51 eps)
        Apr 2015 - Mar 2016
        122,171 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/9/74398.jpg?s=3a65df0ba1e32d5454a294bfbd29fb0e
Dr. Stone,"TV (24 eps)
        Jul 2019 - Dec 2019
        1,433,055 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1613/102576.jpg?s=44aa2af9cfc2523f9feb07d2b13d4196
Hibike! Euphonium 2,"TV (13 eps)
        Oct 2016 - Dec 2016
        200,744 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/10/81155.jpg?s=132573741b7a7c619eaa7c8260c28702
Kino no Tabi: The Beautiful World,"TV (13 eps)
        Apr 2003 - Jul 2003
        273,479 members",8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1763/95397.jpg?s=2a08354c0c07bf482d35b5c1ea19a74b
Ashita no Joe,"TV (79 eps)
        Apr 1970 - Sep 1971
        75,773 members",8.29,https://cdn.myanimelist.net/r/50x70/images/anime/5/64671.jpg?s=dfba4b857b18777714cb8af6fd629ec4
Fate/Zero,"TV (13 eps)
        Oct 2011 - Dec 2011
        1,350,251 members",8.29,https://cdn.myanimelist.net/r/50x70/images/anime/1887/117644.jpg?s=2d08381c9d71958d6e484f18d3520dbf
Gintama: Shinyaku Benizakura-hen,"Special (1 eps)
        Dec 2010 - Dec 2010
        38,694 members",8.29,https://cdn.myanimelist.net/r/50x70/images/anime/12/26966.jpg?s=002ef3c69ccd44b9ba97e5f28c596d5a
Tsubasa: Tokyo Revelations,"OVA (3 eps)
        Nov 2007 - Mar 2008
        89,390 members",8.29,https://cdn.myanimelist.net/r/50x70/images/anime/4/49129.jpg?s=b6656eaf9f8437a1100c6e45b90aabe7
Nodame Cantabile,"TV (23 eps)
        Jan 2007 - Jun 2007
        292,454 members",8.28,https://cdn.myanimelist.net/r/50x70/images/anime/9/11986.jpg?s=026366b29c73b058d45e0c357408c23b
Redline,"Movie (1 eps)
        Aug 2009 - Aug 2009
        325,216 members",8.28,https://cdn.myanimelist.net/r/50x70/images/anime/12/28553.jpg?s=7599b6753f08d5091209534974c60b2c
